K,ColorID,Red,Green,Blue
20,0,67,61,57
20,1,199,162,98
20,2,6,11,19
20,3,189,186,186
20,4,121,101,79
20,5,69,105,112
20,6,194,121,60
20,7,33,78,101
20,8,245,227,184
20,9,18,46,68
20,10,233,139,55
20,11,109,133,126
20,12,159,87,42
20,13,158,139,99
20,14,245,199,101
20,15,220,99,23
20,16,244,170,71
20,17,124,74,44
20,18,216,216,213
20,19,30,34,39
