K,ColorID,Red,Green,Blue
300,117,10,16,27
300,118,207,191,181
300,119,177,159,99
300,120,88,90,88
300,121,54,38,29
300,122,110,75,51
300,123,140,76,39
300,124,145,130,94
300,125,38,51,62
300,126,247,211,165
300,127,135,78,45
300,128,72,64,57
300,129,52,98,114
300,130,122,144,119
300,131,106,117,103
300,132,24,23,25
300,133,251,175,64
300,134,246,219,188
300,135,106,83,64
300,136,223,141,62
300,137,175,92,39
300,138,46,45,45
300,139,239,186,93
300,140,207,128,59
300,141,250,219,128
300,142,193,130,68
300,143,18,54,79
300,144,221,164,126
300,145,228,192,98
300,146,254,247,190
300,147,68,67,66
300,148,4,13,29
300,149,192,147,78
300,150,184,176,170
300,151,250,140,47
300,152,20,35,49
300,153,95,129,121
300,154,241,104,17
300,155,66,103,125
300,156,140,122,78
300,157,41,33,31
300,158,232,229,226
300,159,225,153,84
300,160,85,98,96
300,161,89,70,55
300,162,217,178,159
300,163,199,95,28
300,164,27,39,50
300,165,113,124,106
300,166,98,104,97
300,167,40,88,110
300,168,145,95,59
300,169,27,22,17
300,170,79,120,120
300,171,172,136,117
300,172,171,187,195
300,173,205,119,53
300,174,167,70,19
300,175,240,147,60
300,176,250,152,55
300,177,10,25,42
300,178,101,65,41
300,179,96,127,144
300,180,167,162,106
300,181,155,98,56
300,182,3,4,7
300,183,190,204,209
300,184,72,74,75
300,185,221,193,172
300,186,57,70,75
300,187,59,58,57
300,188,203,141,67
300,189,173,151,113
300,190,165,110,66
300,191,252,217,112
300,192,174,165,139
300,193,11,39,62
300,194,218,147,73
300,195,156,120,79
300,196,53,93,106
300,197,235,131,46
300,198,173,140,76
300,199,153,82,40
300,200,127,112,88
300,201,89,84,73
300,202,85,111,110
300,203,26,72,99
300,204,222,112,36
300,205,237,159,88
300,206,112,111,111
300,207,145,139,101
300,208,158,133,82
300,209,182,101,46
300,210,221,218,212
300,211,51,55,59
300,212,78,81,81
300,213,149,147,109
300,214,97,74,61
300,215,241,120,32
300,216,13,48,73
300,217,220,207,197
300,218,111,91,55
300,219,69,58,52
300,220,189,161,92
300,221,67,46,31
300,222,210,179,118
300,223,121,74,45
300,224,81,70,62
300,225,34,57,72
300,226,214,197,138
300,227,174,175,176
300,228,14,25,38
300,229,149,84,46
300,230,203,108,43
300,231,218,100,24
300,232,192,160,142
300,233,202,147,80
300,234,232,205,118
300,235,175,106,56
300,236,115,102,85
300,237,134,123,95
300,238,239,93,8
300,239,197,170,118
300,240,221,131,56
300,241,246,196,97
300,242,150,158,144
300,243,22,45,65
300,244,229,155,63
300,245,35,45,54
300,246,172,144,90
300,247,245,216,145
300,248,30,29,32
300,249,164,85,37
300,250,103,98,89
300,251,242,129,40
300,252,87,51,32
300,253,35,34,37
300,254,64,109,118
300,255,135,134,112
300,256,225,121,41
300,257,196,147,108
300,258,8,20,36
300,259,89,67,45
300,260,248,181,75
300,261,61,93,103
300,262,131,85,53
300,263,102,133,123
300,264,77,104,110
300,265,183,125,60
300,266,6,13,25
300,267,32,37,44
300,268,10,11,13
300,269,149,144,123
300,270,184,88,28
300,271,67,51,41
300,272,20,15,12
300,273,97,119,110
300,274,197,117,52
300,275,139,152,116
300,276,166,94,47
300,277,251,241,179
300,278,21,28,38
300,279,187,190,186
300,280,216,168,84
300,281,138,106,67
300,282,36,72,91
300,283,239,194,162
300,284,230,174,75
300,285,161,126,95
300,286,4,10,19
300,287,197,174,101
300,288,12,29,46
300,289,66,81,87
300,290,24,60,83
300,291,36,82,106
300,292,76,110,131
300,293,135,92,61
300,294,6,16,32
300,295,205,134,74
300,296,200,82,16
300,297,246,156,64
300,298,24,26,31
300,299,185,142,88
