K,ColorID,Red,Green,Blue,Color,DMC,Floss Name,Hex Code,Red,Green,Blue,Distance
200,143,227,181,139,,437,Tan Light,#E4BB8E,228,187,142,6.782329983125268
200,144,157,129,100,,840,Beige Brown Medium,#9A7C5C,154,124,92,9.899494936611665
200,145,207,156,83,,436,Tan,#CB9051,203,144,81,12.806248474865697
200,146,32,78,103,,311,Wedgewood Ultra Very Dark,#1C5066,28,80,102,4.58257569495584
200,147,7,19,35,,3371,Black Brown,#1E1108,30,17,8,35.52463933666322
200,148,103,134,122,,3768,Gray Green Dark,#657F7F,101,127,127,8.831760866327848
200,149,138,96,59,,869,Hazelnut Brown Very Dark,#835E39,131,94,57,7.54983443527075
200,150,23,68,97,,796,Royal Blue Dark,#11416D,17,65,109,13.74772708486752
200,151,192,167,95,,370,Mustard Medium,#B89D64,184,157,100,13.74772708486752
200,152,149,76,33,,975,Golden Brown Dark,#914F12,145,79,18,15.811388300841896
200,153,69,101,108,,930,Antique Blue Dark,#455C71,69,92,113,10.295630140987
200,154,34,28,24,,3371,Black Brown,#1E1108,30,17,8,19.82422760159901
200,155,116,91,54,,869,Hazelnut Brown Very Dark,#835E39,131,94,57,15.588457268119896
200,156,10,42,66,,939,Navy Blue Very Dark,#1B2853,27,40,83,24.124676163629637
200,157,221,145,74,,977,Golden Brown Light,#DC9C56,220,156,86,16.30950643030009
200,158,82,114,134,,798,Delft Blue Dark,#466A8E,70,106,142,16.492422502470642
200,159,235,110,28,,922,Copper Light,#E27323,226,115,35,12.449899597988733
200,160,226,210,150,,676,Old Gold Light,#E5CE97,229,206,151,5.0990195135927845
200,161,152,158,115,,522,Fern Green,#969E7E,150,158,126,11.180339887498949
200,162,200,82,15,,900,Burnt Orange Dark,#D15807,209,88,7,13.45362404707371
200,163,233,126,44,,922,Copper Light,#E27323,226,115,35,15.84297951775486
200,164,226,148,63,,3853,Autumn Gold Dark,#F29746,242,151,70,17.72004514666935
200,165,145,135,118,,3022,Brown Gray Medium,#8E9078,142,144,120,9.695359714832659
200,166,106,107,100,,317,Pewter Gray,#6C6C6C,108,108,108,8.306623862918075
200,167,143,136,101,,3052,Green Gray Medium,#889268,136,146,104,12.569805089976535
200,168,119,95,75,,610,Drab Brown Dark,#796047,121,96,71,4.58257569495584
200,169,52,53,55,,3799,Pewter Gray Very Dark,#424242,66,66,66,22.045407685048602
200,170,145,166,177,,926,Gray Green Medium,#98AEAE,152,174,174,11.045361017187261
200,171,16,52,77,,820,Royal Blue Very Dark,#0E365C,14,54,92,15.264337522473747
200,172,254,185,66,,725,Topaz Medium Light,#FFC840,255,200,64,15.165750888103101
200,173,62,53,47,,3031,Mocha Brown Very Dark,#4B3C2A,75,60,42,15.588457268119896
200,174,250,152,54,,741,Tangerine Medium,#FFA32B,255,163,43,16.34013463836819
200,175,171,104,53,,3826,Golden Brown,#AD7239,173,114,57,10.954451150103322
200,176,179,153,92,,370,Mustard Medium,#B89D64,184,157,100,10.246950765959598
200,177,245,177,74,,742,Tangerine Light,#FFBF57,255,191,87,21.563858652847824
200,178,113,138,148,,931,Antique Blue Medium,#6A859E,106,133,158,13.19090595827292
200,179,164,166,156,,647,Beaver Gray Medium,#B0A69C,176,166,156,12.0
200,180,191,155,130,,841,Beige Brown Light,#B69B7E,182,155,126,9.848857801796104
200,181,92,128,121,,3768,Gray Green Dark,#657F7F,101,127,127,10.862780491200215
200,182,72,79,82,,844,Beaver Gray Ultra Dark,#484848,72,72,72,12.206555615733702
200,183,225,169,78,,977,Golden Brown Light,#DC9C56,220,156,86,16.06237840420901
200,184,253,246,203,,3078,Golden Yellow Very Light,#FDF9CD,253,249,205,3.605551275463989
200,185,1,1,2,,310,Black,#000000,0,0,0,2.449489742783178
200,186,36,39,44,,934,Avocado Grn Black,#313919,49,57,25,29.223278392404914
200,187,250,219,129,,743,Yellow Medium,#FED376,254,211,118,14.177446878757825
200,188,223,187,106,,728,Topaz,#E4B468,228,180,104,8.831760866327848
200,189,94,99,95,,535,Ash Gray Very Light,#636458,99,100,88,8.660254037844387
200,190,239,160,67,,3853,Autumn Gold Dark,#F29746,242,151,70,9.9498743710662
200,191,192,193,195,,927,Gray Green Light,#BDCBCB,189,203,203,13.152946437965905
200,192,68,111,120,,991,Aquamarine Dark,#477B6E,71,123,110,15.905973720586866
200,193,209,194,188,,06,Driftwood Medium Light,#DCC6B8,220,198,184,12.36931687685298
200,194,21,45,63,,939,Navy Blue Very Dark,#1B2853,27,40,83,21.470910553583888
200,195,22,24,29,,3371,Black Brown,#1E1108,30,17,8,23.53720459187964
200,196,207,96,26,,921,Copper,#C66218,198,98,24,9.433981132056603
200,197,162,84,37,,920,Copper Medium,#AC5414,172,84,20,19.72308292331602
200,198,16,26,38,,3371,Black Brown,#1E1108,30,17,8,34.307433596816885
200,199,41,90,111,,803,Baby Blue Ultra Very Dark,#2C597C,44,89,124,13.379088160259652
