K,ColorID,Red,Green,Blue,Color,DMC,Floss Name,Hex Code,Red,Green,Blue,Distance
125,54,209,129,60,,3776,Mahogany Light,#CF7939,207,121,57,8.774964387392123
125,55,192,135,75,,976,Golden Brown Medium,#C28142,194,129,66,11.0
125,56,221,227,229,,928,Gray Green Very Light,#DDE3E3,221,227,227,2.0
125,57,239,95,9,,946,Burnt Orange Medium,#EB6307,235,99,7,6.0
125,58,176,140,88,,831,Golden Olive Medium,#AA8F56,170,143,86,7.0
125,59,43,38,37,,934,Avocado Grn Black,#313919,49,57,25,23.259406699226016
125,60,185,153,126,,841,Beige Brown Light,#B69B7E,182,155,126,3.605551275463989
125,61,123,88,57,,869,Hazelnut Brown Very Dark,#835E39,131,94,57,10.0
125,62,112,62,34,,433,Brown Medium,#7A451F,122,69,31,12.569805089976535
125,63,33,39,46,,934,Avocado Grn Black,#313919,49,57,25,31.953090617340916
125,64,72,77,78,,844,Beaver Gray Ultra Dark,#484848,72,72,72,7.810249675906654
125,65,74,99,103,,930,Antique Blue Dark,#455C71,69,92,113,13.19090595827292
125,66,159,124,83,,840,Beige Brown Medium,#9A7C5C,154,124,92,10.295630140987
125,67,244,182,80,,742,Tangerine Light,#FFBF57,255,191,87,15.84297951775486
125,68,141,148,121,,3022,Brown Gray Medium,#8E9078,142,144,120,4.242640687119285
125,69,208,155,87,,977,Golden Brown Light,#DC9C56,220,156,86,12.083045973594572
125,70,199,95,29,,921,Copper,#C66218,198,98,24,5.916079783099616
125,71,250,199,86,,742,Tangerine Light,#FFBF57,255,191,87,9.486832980505138
125,72,171,93,42,,301,Mahogany Medium,#B35F2B,179,95,43,8.306623862918075
125,73,2,2,2,,310,Black,#000000,0,0,0,3.4641016151377544
125,74,10,25,40,,3371,Black Brown,#1E1108,30,17,8,38.57460304397182
125,75,50,65,72,,3799,Pewter Gray Very Dark,#424242,66,66,66,17.11724276862369
125,76,248,166,89,,3854,Autumn Gold Medium,#F2AF68,242,175,104,18.49324200890693
125,77,110,136,148,,931,Antique Blue Medium,#6A859E,106,133,158,11.180339887498949
125,78,71,112,120,,991,Aquamarine Dark,#477B6E,71,123,110,14.866068747318506
125,79,241,128,40,,922,Copper Light,#E27323,226,115,35,20.46948949045872
125,80,153,96,55,,434,Brown Light,#985E33,152,94,51,4.58257569495584
125,81,57,49,44,,3031,Mocha Brown Very Dark,#4B3C2A,75,60,42,21.18962010041709
125,82,23,24,30,,3371,Black Brown,#1E1108,30,17,8,24.124676163629637
125,83,78,58,43,,3031,Mocha Brown Very Dark,#4B3C2A,75,60,42,3.7416573867739413
125,84,10,11,14,,310,Black,#000000,0,0,0,20.42057785666214
125,85,40,87,109,,311,Wedgewood Ultra Very Dark,#1C5066,28,80,102,15.556349186104045
125,86,87,68,54,,838,Beige Brown Very Dark,#594937,89,73,55,5.477225575051661
125,87,25,44,59,,939,Navy Blue Very Dark,#1B2853,27,40,83,24.413111231467404
125,88,169,73,20,,919,Red Copper,#A64510,166,69,16,6.4031242374328485
125,89,217,117,43,,922,Copper Light,#E27323,226,115,35,12.206555615733702
125,90,230,176,120,,728,Topaz,#E4B468,228,180,104,16.61324772583615
125,91,93,90,82,,3787,Brown Gray Dark,#625D50,98,93,80,6.164414002968976
125,92,249,161,62,,3853,Autumn Gold Dark,#F29746,242,151,70,14.594519519326424
125,93,227,149,67,,3853,Autumn Gold Dark,#F29746,242,151,70,15.427248620541512
125,94,113,121,107,,317,Pewter Gray,#6C6C6C,108,108,108,13.96424004376894
125,95,187,165,100,,370,Mustard Medium,#B89D64,184,157,100,8.54400374531753
125,96,211,145,73,,436,Tan,#CB9051,203,144,81,11.357816691600547
125,97,13,48,73,,939,Navy Blue Very Dark,#1B2853,27,40,83,18.973665961010276
125,98,194,171,140,,372,Mustard Light,#CCB784,204,183,132,17.549928774784245
125,99,213,194,186,,06,Driftwood Medium Light,#DCC6B8,220,198,184,8.306623862918075
125,100,153,171,181,,926,Gray Green Medium,#98AEAE,152,174,174,7.681145747868608
125,101,217,87,13,,900,Burnt Orange Dark,#D15807,209,88,7,10.04987562112089
125,102,105,80,60,,839,Beige Brown Dark,#675541,103,85,65,7.3484692283495345
125,103,72,69,66,,3799,Pewter Gray Very Dark,#424242,66,66,66,6.708203932499369
125,104,96,103,98,,535,Ash Gray Very Light,#636458,99,100,88,10.862780491200215
125,105,143,132,102,,07,Driftwood,#8F7B6E,143,123,110,12.041594578792296
125,106,57,91,102,,930,Antique Blue Dark,#455C71,69,92,113,16.30950643030009
125,107,214,103,30,,922,Copper Light,#E27323,226,115,35,17.69180601295413
125,108,244,229,162,,3822,Straw Light,#F6DC98,246,220,152,13.601470508735444
125,109,119,112,95,,3790,Beige Gray Ultra Dark,#7F6A55,127,106,85,14.142135623730951
125,110,6,14,27,,3371,Black Brown,#1E1108,30,17,8,30.757112998459398
125,111,246,226,201,,739,Tan Ultra Very Light,#F8E4C8,248,228,200,3.0
125,112,133,96,70,,610,Drab Brown Dark,#796047,121,96,71,12.041594578792296
125,113,169,161,105,,3012,Khaki Green Medium,#A6A75D,166,167,93,13.74772708486752
125,114,30,32,37,,3371,Black Brown,#1E1108,30,17,8,32.64965543462902
125,115,222,210,200,,644,Beige Gray Medium,#DDD8CB,221,216,203,6.782329983125268
125,116,237,139,55,,3853,Autumn Gold Dark,#F29746,242,151,70,19.849433241279208
125,117,243,243,240,,3865,Winter White,#F9F7F1,249,247,241,7.280109889280518
125,118,71,50,33,,3031,Mocha Brown Very Dark,#4B3C2A,75,60,42,14.035668847618199
125,119,187,100,40,,301,Mahogany Medium,#B35F2B,179,95,43,9.899494936611665
125,120,52,54,56,,3799,Pewter Gray Very Dark,#424242,66,66,66,20.97617696340303
125,121,40,51,61,,939,Navy Blue Very Dark,#1B2853,27,40,83,27.820855486487112
125,122,35,29,27,,3371,Black Brown,#1E1108,30,17,8,23.021728866442675
125,123,153,157,116,,522,Fern Green,#969E7E,150,158,126,10.488088481701515
125,124,84,123,121,,3814,Aquamarine,#508B7D,80,139,125,16.97056274847714
