K,ColorID,Red,Green,Blue,Unmapped,Color,DMC,Floss Name,Hex Code,Red,Green,Blue,Distance
200,27,69,112,119,False,,991,Aquamarine Dark,#477B6E,71,123,110,14.352700094407323
200,28,109,137,123,False,,3768,Gray Green Dark,#657F7F,101,127,127,13.416407864998739
200,29,184,77,18,False,,920,Copper Medium,#AC5414,172,84,20,14.035668847618199
200,30,185,132,78,False,,435,Brown Very Light,#B87748,184,119,72,14.352700094407323
200,31,19,25,34,True,,3371,Black Brown,#1E1108,30,17,8,29.34280150224242
200,32,134,104,61,False,,829,Golden Olive Very Dark,#7E6B42,126,107,66,9.899494936611665
200,33,12,45,69,True,,939,Navy Blue Very Dark,#1B2853,27,40,83,21.118712081942874
200,34,239,162,79,False,,3853,Autumn Gold Dark,#F29746,242,151,70,14.52583904633395
200,35,76,58,44,False,,3031,Mocha Brown Very Dark,#4B3C2A,75,60,42,3.0
200,36,23,57,80,False,,820,Royal Blue Very Dark,#0E365C,14,54,92,15.297058540778355
200,37,166,163,163,False,,318,Steel Gray Light,#ABABAB,171,171,171,12.36931687685298
200,38,247,187,82,False,,742,Tangerine Light,#FFBF57,255,191,87,10.246950765959598
200,39,86,110,108,False,,924,Gray Green Vy Dark,#566A6A,86,106,106,4.47213595499958
200,40,189,172,105,False,,371,Mustard,#BFA671,191,166,113,10.198039027185569
200,41,163,86,39,False,,434,Brown Light,#985E33,152,94,51,18.138357147217054
200,42,112,62,34,False,,433,Brown Medium,#7A451F,122,69,31,12.569805089976535
200,43,254,249,202,False,,3078,Golden Yellow Very Light,#FDF9CD,253,249,205,3.1622776601683795
200,44,147,120,89,False,,611,Drab Brown,#967656,150,118,86,4.69041575982343
200,45,198,103,39,False,,921,Copper,#C66218,198,98,24,15.811388300841896
200,46,9,8,9,False,,310,Black,#000000,0,0,0,15.033296378372908
200,47,231,111,31,False,,922,Copper Light,#E27323,226,115,35,7.54983443527075
200,48,191,149,122,False,,612,Drab Brown Light,#BC9A78,188,154,120,6.164414002968976
200,49,146,152,116,False,,3022,Brown Gray Medium,#8E9078,142,144,120,9.797958971132712
200,50,50,39,34,True,,934,Avocado Grn Black,#313919,49,57,25,20.149441679609886
200,51,88,83,74,False,,309,Rose Dark,#BA4A4A,86,74,74,9.219544457292887
200,52,212,135,63,False,,3776,Mahogany Light,#CF7939,207,121,57,16.0312195418814
200,53,145,86,50,False,,434,Brown Light,#985E33,152,94,51,10.677078252031311
200,54,251,163,62,False,,3853,Autumn Gold Dark,#F29746,242,151,70,17.0
200,55,59,105,117,False,,3808,Turquoise Ultra Very Dark,#366970,54,105,112,7.0710678118654755
200,56,148,105,67,False,,420,Hazelnut Brown Dark,#A07042,160,112,66,13.92838827718412
200,57,39,72,89,False,,3750,Antique Blue Very Dark,#384C5E,56,76,94,18.16590212458495
200,58,207,213,215,False,,415,Pearl Gray,#D3D3D6,211,211,214,4.58257569495584
200,59,217,203,193,False,,05,Driftwood Light,#E3CCBE,227,204,190,10.488088481701515
200,60,231,187,115,False,,728,Topaz,#E4B468,228,180,104,13.379088160259652
200,61,191,118,59,False,,976,Golden Brown Medium,#C28142,194,129,66,13.379088160259652
200,62,129,93,70,False,,610,Drab Brown Dark,#796047,121,96,71,8.602325267042627
200,63,31,78,103,False,,311,Wedgewood Ultra Very Dark,#1C5066,28,80,102,3.7416573867739413
200,64,9,20,35,True,,3371,Black Brown,#1E1108,30,17,8,34.336569426778794
200,65,247,231,168,False,,745,Yellow Pale Light,#FFE9AD,255,233,173,9.643650760992955
200,66,115,107,90,False,,645,Beaver Gray Very Dark,#6E655C,110,101,92,8.06225774829855
200,67,129,72,40,False,,433,Brown Medium,#7A451F,122,69,31,11.789826122551595
200,68,101,92,79,False,,3787,Brown Gray Dark,#625D50,98,93,80,3.3166247903554
200,69,57,48,42,True,,934,Avocado Grn Black,#313919,49,57,25,20.83266665599966
200,70,221,175,95,False,,3820,Straw Dark,#DFB65F,223,182,95,7.280109889280518
200,71,180,145,91,False,,3828,Hazelnut Brown,#B78B61,183,139,97,9.0
200,72,88,126,122,False,,3768,Gray Green Dark,#657F7F,101,127,127,13.96424004376894
200,73,39,40,42,True,,934,Avocado Grn Black,#313919,49,57,25,26.038433132583073
200,74,198,165,94,False,,833,Golden Olive Light,#C8AB6C,200,171,108,15.362291495737216
200,75,170,171,172,False,,318,Steel Gray Light,#ABABAB,171,171,171,1.4142135623730951
200,76,209,85,15,False,,900,Burnt Orange Dark,#D15807,209,88,7,8.54400374531753
200,77,119,89,60,False,,610,Drab Brown Dark,#796047,121,96,71,13.19090595827292
200,78,122,147,161,False,,3839,Lavender Blue Medium,#7B8EAB,123,142,171,11.224972160321824
200,79,37,30,26,True,,938,Coffee Brown Ultra Dark,#361F0E,54,31,14,20.83266665599966
200,80,231,216,152,False,,676,Old Gold Light,#E5CE97,229,206,151,10.246950765959598
200,81,72,101,107,False,,930,Antique Blue Dark,#455C71,69,92,113,11.224972160321824
200,82,252,201,86,False,,19,Autumn Gold medium Light,#F7C95F,247,201,95,10.295630140987
200,83,11,33,52,True,,939,Navy Blue Very Dark,#1B2853,27,40,83,35.58089374931439
200,84,19,20,24,False,,3371,Black Brown,#1E1108,30,17,8,19.6468827043885
200,85,166,128,86,False,,3863,Mocha Beige Medium,#A4835C,164,131,92,7.0
200,86,169,74,25,False,,919,Red Copper,#A64510,166,69,16,10.723805294763608
200,87,236,221,206,False,,543,Beige Brown Ultra Very Light,#F2E3CE,242,227,206,8.48528137423857
200,88,48,84,99,False,,3750,Antique Blue Very Dark,#384C5E,56,76,94,12.36931687685298
200,89,131,131,111,False,,646,Beaver Gray Dark,#877D73,135,125,115,8.246211251235321
200,90,38,44,51,True,,934,Avocado Grn Black,#313919,49,57,25,31.080540535840107
200,91,44,62,72,True,,3799,Pewter Gray Very Dark,#424242,66,66,66,23.15167380558045
200,92,242,183,137,False,,20,Shrimp,#F7AF93,247,175,147,13.74772708486752
200,93,250,141,46,True,,741,Tangerine Medium,#FFA32B,255,163,43,22.759613353482084
200,94,249,205,104,False,,19,Autumn Gold medium Light,#F7C95F,247,201,95,10.04987562112089
200,95,212,103,31,False,,921,Copper,#C66218,198,98,24,16.431676725154983
200,96,61,55,51,False,,3031,Mocha Brown Very Dark,#4B3C2A,75,60,42,17.378147196982766
200,97,252,169,93,False,,3854,Autumn Gold Medium,#F2AF68,242,175,104,16.0312195418814
200,98,2,9,23,True,,310,Black,#000000,0,0,0,24.779023386727733
200,99,154,79,34,False,,975,Golden Brown Dark,#914F12,145,79,18,18.35755975068582
200,100,60,79,86,False,,3750,Antique Blue Very Dark,#384C5E,56,76,94,9.433981132056603
200,101,235,176,82,False,,3820,Straw Dark,#DFB65F,223,182,95,18.681541692269406
200,102,207,142,86,False,,436,Tan,#CB9051,203,144,81,6.708203932499369
200,103,181,121,67,False,,435,Brown Very Light,#B87748,184,119,72,6.164414002968976
200,104,194,165,141,False,,3032,Mocha Brown Medium,#B39F8B,179,159,139,16.278820596099706
200,105,131,85,54,False,,632,Desert Sand Ultra Very Dark,#875539,135,85,57,5.0
200,106,20,30,43,True,,3371,Black Brown,#1E1108,30,17,8,38.65229618017538
200,107,86,66,51,False,,838,Beige Brown Very Dark,#594937,89,73,55,8.602325267042627
200,108,138,160,169,True,,926,Gray Green Medium,#98AEAE,152,174,174,20.42057785666214
200,109,183,105,48,False,,301,Mahogany Medium,#B35F2B,179,95,43,11.874342087037917
200,110,138,102,76,False,,3862,Mocha Beige Dark,#8A6E4E,138,110,78,8.246211251235321
200,111,207,193,145,False,,3046,Yellow Beige Medium,#D8BC9A,216,188,154,13.674794331177344
200,112,4,8,15,False,,310,Black,#000000,0,0,0,17.46424919657298
200,113,226,134,56,True,,3776,Mahogany Light,#CF7939,207,121,57,23.043437243605826
200,114,15,14,14,False,,3371,Black Brown,#1E1108,30,17,8,16.431676725154983
200,115,225,164,75,False,,977,Golden Brown Light,#DC9C56,220,156,86,14.491376746189438
200,116,87,55,35,False,,3031,Mocha Brown Very Dark,#4B3C2A,75,60,42,14.7648230602334
200,117,10,17,28,True,,3371,Black Brown,#1E1108,30,17,8,28.284271247461902
200,118,207,192,182,False,,06,Driftwood Medium Light,#DCC6B8,220,198,184,14.45683229480096
200,119,183,160,97,False,,370,Mustard Medium,#B89D64,184,157,100,4.358898943540674
200,120,89,90,88,False,,413,Pewter Gray Dark,#565656,86,86,86,5.385164807134504
200,121,67,47,33,False,,898,Coffee Brown Very Dark,#492A13,73,42,19,16.0312195418814
200,122,112,77,50,False,,839,Beige Brown Dark,#675541,103,85,65,19.235384061671343
200,123,140,76,39,True,,632,Desert Sand Ultra Very Dark,#875539,135,85,57,20.73644135332772
200,124,143,133,97,False,,3011,Khaki Green Dark,#898A58,137,138,88,11.916375287812984
200,125,37,52,63,True,,939,Navy Blue Very Dark,#1B2853,27,40,83,25.37715508089904
200,126,243,197,158,False,,738,Tan Very Light,#ECCC9E,236,204,158,9.899494936611665
200,127,135,78,46,False,,632,Desert Sand Ultra Very Dark,#875539,135,85,57,13.038404810405298
200,128,72,62,54,False,,3031,Mocha Brown Very Dark,#4B3C2A,75,60,42,12.529964086141668
200,129,52,98,114,False,,3808,Turquoise Ultra Very Dark,#366970,54,105,112,7.54983443527075
200,130,122,142,118,False,,169,Pewter Light,#848484,132,132,132,19.8997487421324
200,131,102,116,107,False,,317,Pewter Gray,#6C6C6C,108,108,108,10.04987562112089
200,132,26,25,28,True,,3371,Black Brown,#1E1108,30,17,8,21.908902300206645
200,133,251,176,66,True,,725,Topaz Medium Light,#FFC840,255,200,64,24.413111231467404
200,134,246,219,188,False,,945,Tawny,#FBD5BB,251,213,187,7.874007874011811
200,135,106,85,64,False,,839,Beige Brown Dark,#675541,103,85,65,3.1622776601683795
200,136,223,140,62,True,,3853,Autumn Gold Dark,#F29746,242,151,70,23.366642891095847
200,137,175,91,38,False,,301,Mahogany Medium,#B35F2B,179,95,43,7.54983443527075
200,138,46,45,45,True,,934,Avocado Grn Black,#313919,49,57,25,23.515952032609693
200,139,243,190,93,False,,19,Autumn Gold medium Light,#F7C95F,247,201,95,11.874342087037917
200,140,211,125,55,False,,3776,Mahogany Light,#CF7939,207,121,57,6.0
200,141,246,218,140,False,,3822,Straw Light,#F6DC98,246,220,152,12.165525060596439
200,142,197,130,67,False,,976,Golden Brown Medium,#C28142,194,129,66,3.3166247903554
200,143,16,51,76,False,,820,Royal Blue Very Dark,#0E365C,14,54,92,16.401219466856727
200,144,210,173,120,False,,833,Golden Olive Light,#C8AB6C,200,171,108,15.748015748023622
200,145,229,192,99,False,,3820,Straw Dark,#DFB65F,223,182,95,12.328828005937952
200,146,253,245,185,False,,727,Topaz Very Light,#FFF1AF,255,241,175,10.954451150103322
200,147,68,67,66,False,,3799,Pewter Gray Very Dark,#424242,66,66,66,2.23606797749979
200,148,5,14,29,True,,310,Black,#000000,0,0,0,32.58834147360065
200,149,194,148,80,False,,832,Golden Olive,#BD9B51,189,155,81,8.660254037844387
200,150,182,177,172,False,,648,Beaver Gray Light,#BCB4AC,188,180,172,6.708203932499369
200,151,242,123,34,False,,922,Copper Light,#E27323,226,115,35,17.916472867168917
200,152,21,36,49,True,,939,Navy Blue Very Dark,#1B2853,27,40,83,34.75629439396553
200,153,98,131,122,False,,3768,Gray Green Dark,#657F7F,101,127,127,7.0710678118654755
200,154,244,110,20,False,,946,Burnt Orange Medium,#EB6307,235,99,7,19.261360284258224
200,155,68,105,126,False,,824,Blue Very Dark,#396987,57,105,135,14.212670403551895
200,156,139,122,80,False,,830,Golden Olive Dark,#8D784B,141,120,75,5.744562646538029
200,157,35,34,35,True,,938,Coffee Brown Ultra Dark,#361F0E,54,31,14,28.478061731796284
200,158,229,227,223,False,,01,White Tin,#E3E3E6,227,227,230,7.280109889280518
200,159,228,152,86,False,,977,Golden Brown Light,#DC9C56,220,156,86,8.94427190999916
200,160,86,99,96,False,,924,Gray Green Vy Dark,#566A6A,86,106,106,12.206555615733702
200,161,81,71,62,False,,3021,Brown Gray Very Dark,#4F4B41,79,75,65,5.385164807134504
200,162,214,179,160,False,,842,Beige Brown Very Light,#D1BAA1,209,186,161,8.660254037844387
200,163,191,91,28,False,,921,Copper,#C66218,198,98,24,10.677078252031311
200,164,30,37,46,True,,934,Avocado Grn Black,#313919,49,57,25,34.66987164671943
200,165,113,121,107,False,,317,Pewter Gray,#6C6C6C,108,108,108,13.96424004376894
200,166,100,102,95,False,,535,Ash Gray Very Light,#636458,99,100,88,7.3484692283495345
200,167,38,85,108,False,,311,Wedgewood Ultra Very Dark,#1C5066,28,80,102,12.68857754044952
200,168,143,95,60,False,,869,Hazelnut Brown Very Dark,#835E39,131,94,57,12.409673645990857
200,169,25,21,17,False,,3371,Black Brown,#1E1108,30,17,8,11.045361017187261
200,170,79,120,120,False,,991,Aquamarine Dark,#477B6E,71,123,110,13.152946437965905
200,171,173,137,118,False,,3861,Cocoa Light,#A68881,166,136,129,13.076696830622021
200,172,172,187,194,False,,932,Antique Blue Light,#A2B5C6,162,181,198,12.328828005937952
200,173,202,117,51,False,,3776,Mahogany Light,#CF7939,207,121,57,8.774964387392123
200,174,167,70,19,False,,919,Red Copper,#A64510,166,69,16,3.3166247903554
200,175,234,152,63,False,,3853,Autumn Gold Dark,#F29746,242,151,70,10.677078252031311
200,176,247,152,59,False,,3853,Autumn Gold Dark,#F29746,242,151,70,12.12435565298214
200,177,12,26,42,True,,3371,Black Brown,#1E1108,30,17,8,39.50949253027682
200,178,101,68,45,False,,838,Beige Brown Very Dark,#594937,89,73,55,16.401219466856727
200,179,96,127,144,False,,3838,Lavender Blue Dark,#5C7294,92,114,148,14.177446878757825
200,180,164,162,108,False,,642,Beige Gray Dark,#A49878,164,152,120,15.620499351813308
200,181,156,97,55,False,,434,Brown Light,#985E33,152,94,51,6.4031242374328485
200,182,3,4,8,False,,310,Black,#000000,0,0,0,9.433981132056603
200,183,191,204,210,False,,927,Gray Green Light,#BDCBCB,189,203,203,7.3484692283495345
200,184,75,76,76,False,,844,Beaver Gray Ultra Dark,#484848,72,72,72,6.4031242374328485
200,185,226,193,170,False,,613,Drab Brown Very Light,#DCC4AA,220,196,170,6.708203932499369
200,186,57,69,75,False,,3799,Pewter Gray Very Dark,#424242,66,66,66,13.076696830622021
200,187,52,55,59,False,,3799,Pewter Gray Very Dark,#424242,66,66,66,19.131126469708992
200,188,204,142,70,False,,436,Tan,#CB9051,203,144,81,11.224972160321824
200,189,173,152,114,False,,642,Beige Gray Dark,#A49878,164,152,120,10.816653826391969
200,190,167,109,64,False,,420,Hazelnut Brown Dark,#A07042,160,112,66,7.874007874011811
200,191,252,219,114,False,,743,Yellow Medium,#FED376,254,211,118,9.16515138991168
200,192,164,161,139,False,,3053,Green Gray,#9CA482,156,164,130,12.409673645990857
200,193,10,40,63,True,,939,Navy Blue Very Dark,#1B2853,27,40,83,26.248809496813376
200,194,218,148,73,False,,977,Golden Brown Light,#DC9C56,220,156,86,15.394804318340652
200,195,156,120,79,False,,611,Drab Brown,#967656,150,118,86,9.433981132056603
200,196,60,93,103,False,,930,Antique Blue Dark,#455C71,69,92,113,13.490737563232042
200,197,234,126,43,False,,922,Copper Light,#E27323,226,115,35,15.7797338380595
200,198,173,140,77,False,,831,Golden Olive Medium,#AA8F56,170,143,86,9.9498743710662
200,199,153,83,42,False,,434,Brown Light,#985E33,152,94,51,14.247806848775006
