K,ColorID,Red,Green,Blue,Color,DMC,Floss Name,Hex Code,Red,Green,Blue,Distance
300,202,85,111,110,,924,Gray Green Vy Dark,#566A6A,86,106,106,6.48074069840786
300,203,26,72,99,,311,Wedgewood Ultra Very Dark,#1C5066,28,80,102,8.774964387392123
300,204,222,112,36,,922,Copper Light,#E27323,226,115,35,5.0990195135927845
300,205,237,159,88,,977,Golden Brown Light,#DC9C56,220,156,86,17.378147196982766
300,206,112,111,111,,317,Pewter Gray,#6C6C6C,108,108,108,5.830951894845301
300,207,145,139,101,,3052,Green Gray Medium,#889268,136,146,104,11.789826122551595
300,208,158,133,82,,3863,Mocha Beige Medium,#A4835C,164,131,92,11.832159566199232
300,209,182,101,46,,301,Mahogany Medium,#B35F2B,179,95,43,7.3484692283495345
300,210,221,218,212,,02,Tin,#D7D7D8,215,215,216,7.810249675906654
300,211,51,55,59,,3799,Pewter Gray Very Dark,#424242,66,66,66,19.87460691435179
300,212,78,81,81,,413,Pewter Gray Dark,#565656,86,86,86,10.677078252031311
300,213,149,147,109,,3022,Brown Gray Medium,#8E9078,142,144,120,13.379088160259652
300,214,97,74,61,,779,Cocoa Dark,#624B45,98,75,69,8.12403840463596
300,215,241,120,32,,922,Copper Light,#E27323,226,115,35,16.09347693943108
300,216,13,48,73,,939,Navy Blue Very Dark,#1B2853,27,40,83,18.973665961010276
300,217,220,207,197,,453,Shell Gray Light,#D7CECB,215,206,203,7.874007874011811
300,218,111,91,55,,3781,Mocha Brown Dark,#6B5743,107,87,67,13.2664991614216
300,219,69,58,52,,3031,Mocha Brown Very Dark,#4B3C2A,75,60,42,11.832159566199232
300,220,189,161,92,,370,Mustard Medium,#B89D64,184,157,100,10.246950765959598
300,221,67,46,31,,898,Coffee Brown Very Dark,#492A13,73,42,19,14.0
300,222,210,179,118,,372,Mustard Light,#CCB784,204,183,132,15.748015748023622
300,223,121,74,45,,433,Brown Medium,#7A451F,122,69,31,14.89966442575134
300,224,81,70,62,,3021,Brown Gray Very Dark,#4F4B41,79,75,65,6.164414002968976
300,225,34,57,72,,939,Navy Blue Very Dark,#1B2853,27,40,83,21.42428528562855
300,226,214,197,138,,834,Golden Olive Very Light,#DBBE7F,219,190,127,13.96424004376894
300,227,174,175,176,,04,Tin Dark,#AEAEB1,174,174,177,1.4142135623730951
300,228,14,25,38,,3371,Black Brown,#1E1108,30,17,8,34.92849839314596
300,229,149,84,46,,434,Brown Light,#985E33,152,94,51,11.575836902790225
300,230,203,108,43,,3776,Mahogany Light,#CF7939,207,121,57,19.519221295943137
300,231,218,100,24,,720,Orange Spice Dark,#E55C1F,229,92,31,15.297058540778355
300,232,192,160,142,,3032,Mocha Brown Medium,#B39F8B,179,159,139,13.379088160259652
300,233,202,147,80,,436,Tan,#CB9051,203,144,81,3.3166247903554
300,234,232,205,118,,3821,Straw,#F3CE75,243,206,117,11.090536506409418
300,235,175,106,56,,3826,Golden Brown,#AD7239,173,114,57,8.306623862918075
300,236,115,102,85,,645,Beaver Gray Very Dark,#6E655C,110,101,92,8.660254037844387
300,237,134,123,95,,640,Beige Gray Very Dark,#857B61,133,123,97,2.23606797749979
300,238,239,93,8,,946,Burnt Orange Medium,#EB6307,235,99,7,7.280109889280518
300,239,197,170,118,,371,Mustard,#BFA671,191,166,113,8.774964387392123
300,240,221,131,56,,3776,Mahogany Light,#CF7939,207,121,57,17.233687939614086
300,241,246,196,97,,19,Autumn Gold medium Light,#F7C95F,247,201,95,5.477225575051661
300,242,150,158,144,,3053,Green Gray,#9CA482,156,164,130,16.3707055437449
300,243,22,45,65,,939,Navy Blue Very Dark,#1B2853,27,40,83,19.339079605813716
300,244,229,155,63,,3853,Autumn Gold Dark,#F29746,242,151,70,15.297058540778355
300,245,35,45,54,,939,Navy Blue Very Dark,#1B2853,27,40,83,30.495901363953813
300,246,172,144,90,,831,Golden Olive Medium,#AA8F56,170,143,86,4.58257569495584
300,247,245,216,145,,3822,Straw Light,#F6DC98,246,220,152,8.12403840463596
300,248,30,29,32,,3371,Black Brown,#1E1108,30,17,8,26.832815729997478
300,249,164,85,37,,920,Copper Medium,#AC5414,172,84,20,18.81488772222678
300,250,103,98,89,,535,Ash Gray Very Light,#636458,99,100,88,4.58257569495584
300,251,242,129,40,,922,Copper Light,#E27323,226,115,35,21.840329667841555
300,252,87,51,32,,801,Coffee Brown Dark,#653919,101,57,25,16.76305461424021
300,253,35,34,37,,934,Avocado Grn Black,#313919,49,57,25,29.478805945967352
300,254,64,109,118,,3808,Turquoise Ultra Very Dark,#366970,54,105,112,12.328828005937952
300,255,135,134,112,,646,Beaver Gray Dark,#877D73,135,125,115,9.486832980505138
300,256,225,121,41,,922,Copper Light,#E27323,226,115,35,8.54400374531753
300,257,196,147,108,,3064,Desert Sand,#C48E70,196,142,112,6.4031242374328485
300,258,8,20,36,,3371,Black Brown,#1E1108,30,17,8,35.73513677041127
300,259,89,67,45,,838,Beige Brown Very Dark,#594937,89,73,55,11.661903789690601
300,260,248,181,75,,742,Tangerine Light,#FFBF57,255,191,87,17.11724276862369
300,261,61,93,103,,930,Antique Blue Dark,#455C71,69,92,113,12.84523257866513
300,262,131,85,53,,632,Desert Sand Ultra Very Dark,#875539,135,85,57,5.656854249492381
300,263,102,133,123,,3768,Gray Green Dark,#657F7F,101,127,127,7.280109889280518
300,264,77,104,110,,924,Gray Green Vy Dark,#566A6A,86,106,106,10.04987562112089
300,265,183,125,60,,976,Golden Brown Medium,#C28142,194,129,66,13.152946437965905
300,266,6,13,25,,310,Black,#000000,0,0,0,28.809720581775867
300,267,32,37,44,,934,Avocado Grn Black,#313919,49,57,25,32.4037034920393
300,268,10,11,13,,310,Black,#000000,0,0,0,19.748417658131498
300,269,149,144,123,,3022,Brown Gray Medium,#8E9078,142,144,120,7.615773105863909
300,270,184,88,28,,920,Copper Medium,#AC5414,172,84,20,14.966629547095765
300,271,67,51,41,,3031,Mocha Brown Very Dark,#4B3C2A,75,60,42,12.083045973594572
300,272,20,15,12,,3371,Black Brown,#1E1108,30,17,8,10.954451150103322
300,273,97,119,110,,317,Pewter Gray,#6C6C6C,108,108,108,15.684387141358123
300,274,197,117,52,,3776,Mahogany Light,#CF7939,207,121,57,11.874342087037917
300,275,139,152,116,,3022,Brown Gray Medium,#8E9078,142,144,120,9.433981132056603
300,276,166,94,47,,301,Mahogany Medium,#B35F2B,179,95,43,13.638181696985855
300,277,251,241,179,,727,Topaz Very Light,#FFF1AF,255,241,175,5.656854249492381
300,278,21,28,38,,3371,Black Brown,#1E1108,30,17,8,33.19638534539566
300,279,187,190,186,,03,Tin Medium,#B8B8BB,184,184,187,6.782329983125268
300,280,216,168,84,,977,Golden Brown Light,#DC9C56,220,156,86,12.806248474865697
300,281,138,106,67,,3862,Mocha Beige Dark,#8A6E4E,138,110,78,11.704699910719626
300,282,36,72,91,,311,Wedgewood Ultra Very Dark,#1C5066,28,80,102,15.7797338380595
300,283,239,194,162,,3771,Terra Cotta Ultra Very Light,#F4BBA9,244,187,169,11.090536506409418
300,284,230,174,75,,3820,Straw Dark,#DFB65F,223,182,95,22.64950330581225
300,285,161,126,95,,3863,Mocha Beige Medium,#A4835C,164,131,92,6.557438524302
300,286,4,10,19,,310,Black,#000000,0,0,0,21.840329667841555
300,287,197,174,101,,833,Golden Olive Light,#C8AB6C,200,171,108,8.18535277187245
300,288,12,29,46,,939,Navy Blue Very Dark,#1B2853,27,40,83,41.41255848169731
300,289,66,81,87,,3750,Antique Blue Very Dark,#384C5E,56,76,94,13.19090595827292
300,290,24,60,83,,820,Royal Blue Very Dark,#0E365C,14,54,92,14.730919862656235
300,291,36,82,106,,311,Wedgewood Ultra Very Dark,#1C5066,28,80,102,9.16515138991168
300,292,76,110,131,,798,Delft Blue Dark,#466A8E,70,106,142,13.152946437965905
300,293,135,92,61,,869,Hazelnut Brown Very Dark,#835E39,131,94,57,6.0
300,294,6,16,32,,3371,Black Brown,#1E1108,30,17,8,33.95585369269929
300,295,205,134,74,,436,Tan,#CB9051,203,144,81,12.36931687685298
300,296,200,82,16,,900,Burnt Orange Dark,#D15807,209,88,7,14.071247279470288
300,297,246,156,64,,3853,Autumn Gold Dark,#F29746,242,151,70,8.774964387392123
300,298,24,26,31,,3371,Black Brown,#1E1108,30,17,8,25.41653005427767
300,299,185,142,88,,3828,Hazelnut Brown,#B78B61,183,139,97,9.695359714832659
