K,ColorID,Red,Green,Blue,Unmapped,Color,DMC,Floss Name,Hex Code,Red,Green,Blue,Distance
5,0,143,92,55,False,,434,Brown Light,#985E33,152,94,51,10.04987562112089
5,1,19,26,34,True,,3371,Black Brown,#1E1108,30,17,8,29.631064780058107
5,2,191,185,173,False,,648,Beaver Gray Light,#BCB4AC,188,180,172,5.916079783099616
5,3,222,149,69,False,,977,Golden Brown Light,#DC9C56,220,156,86,18.49324200890693
5,4,64,89,96,False,,3750,Antique Blue Very Dark,#384C5E,56,76,94,15.394804318340652
